id,children,city
289,1,Zurich
290,1,Zurich
291,1,Zurich
292,1,Zurich
293,1,Zurich
294,1,Zurich
295,1,Zurich
296,1,Zurich
297,1,Zurich
298,1,Zurich
299,1,Zurich
300,1,Zurich
301,1,Zurich
302,1,Zurich
303,1,Zurich
304,1,Zurich
305,1,Zurich
306,1,Zurich
307,1,Zurich
308,1,Zurich
309,1,Zurich
310,1,Zurich
311,1,Zurich
312,1,Zurich
313,1,Zurich
314,1,Zurich
315,1,Zurich
316,1,Zurich
317,1,Zurich
318,1,Zurich
319,1,Zurich
320,1,Zurich
321,1,Zurich
322,1,Zurich
323,1,Zurich
324,1,Zurich
325,1,Zurich
326,1,Zurich
327,1,Zurich
328,1,Zurich
329,1,Zurich
330,1,Zurich
331,1,Zurich
332,1,Zurich
333,1,Zurich
334,1,Zurich
335,1,Zurich
336,1,Zurich
337,1,Zurich
338,1,Zurich
339,1,Zurich
340,1,Zurich
341,1,Zurich
342,1,Zurich
343,1,Zurich
344,1,Zurich
345,1,Zurich
346,1,Zurich
347,1,Zurich
348,1,Zurich
349,1,Zurich
350,1,Zurich
351,1,Zurich
352,1,Zurich
353,1,Zurich
354,1,Zurich
355,1,Zurich
356,1,Zurich
357,1,Zurich
358,1,Zurich
359,1,Zurich
360,1,Zurich
361,1,Zurich
362,1,Zurich
363,1,Zurich
364,1,Zurich
365,1,Zurich
366,1,Zurich
367,1,Zurich
368,1,Zurich
369,1,Zurich
370,1,Zurich
371,1,Zurich
372,1,Zurich
373,1,Zurich
374,1,Zurich
375,1,Zurich
376,1,Zurich
377,1,Zurich
378,1,Zurich
379,1,Zurich
380,1,Zurich
381,1,Zurich
382,1,Zurich
383,1,Zurich
384,1,Zurich
385,1,Zurich
386,1,Zurich
387,1,Zurich
388,1,Zurich
389,1,Zurich
390,1,Zurich
391,1,Zurich
392,1,Zurich
393,1,Zurich
394,1,Zurich
395,1,Zurich
396,1,Zurich
397,1,Zurich
398,1,Zurich
399,1,Zurich
400,1,Zurich
401,1,Zurich
402,1,Zurich
403,1,Zurich
404,1,Zurich
405,1,Zurich
406,1,Zurich
407,1,Zurich
408,1,Zurich
409,1,Zurich
410,1,Zurich
411,1,Zurich
412,1,Zurich
413,1,Zurich
414,1,Zurich
415,1,Zurich
416,1,Zurich
417,1,Zurich
418,1,Zurich
419,1,Zurich
420,1,Zurich
421,1,Zurich
422,1,Zurich
423,1,Zurich
424,1,Zurich
425,1,Zurich
426,1,Zurich
427,1,Zurich
428,1,Zurich
429,1,Zurich
430,1,Zurich
431,1,Zurich
432,1,Zurich
433,1,Zurich
434,1,Zurich
435,1,Zurich
436,1,Zurich
437,1,Zurich
438,1,Zurich
439,1,Zurich
440,1,Zurich
441,1,Zurich
442,1,Zurich
443,1,Zurich
444,1,Zurich
445,1,Zurich
446,1,Zurich
447,1,Zurich
448,1,Zurich
449,1,Zurich
450,1,Zurich
451,1,Zurich
452,1,Zurich
453,1,Zurich
454,1,Zurich
455,1,Zurich
456,1,Zurich
457,1,Zurich
458,1,Zurich
459,1,Zurich
460,1,Zurich
461,1,Zurich
462,1,Zurich
463,1,Zurich
464,1,Zurich
465,1,Zurich
466,1,Zurich
467,1,Zurich
468,1,Zurich
469,1,Zurich
470,1,Zurich
471,1,Zurich
472,1,Zurich
473,1,Zurich
474,1,Zurich
475,1,Zurich
476,1,Zurich
477,1,Zurich
478,1,Zurich
479,1,Zurich
480,1,Zurich
481,1,Zurich
482,1,Zurich
483,1,Zurich
484,1,Zurich
485,1,Zurich
486,1,Zurich
487,1,Zurich
488,1,Zurich
489,1,Zurich
490,1,Zurich
491,1,Zurich
492,1,Zurich
493,1,Zurich
494,1,Zurich
495,1,Zurich
496,1,Zurich
497,1,Zurich
498,1,Zurich
499,1,Zurich
500,1,Zurich
501,1,Zurich
502,1,Zurich
503,1,Zurich
504,1,Zurich
505,1,Zurich
506,1,Zurich
507,1,Zurich
508,1,Zurich
509,1,Zurich
510,1,Zurich
511,1,Zurich
512,1,Zurich
513,1,Zurich
514,1,Zurich
515,1,Zurich
516,1,Zurich
517,1,Zurich
518,1,Zurich
519,1,Zurich
520,1,Zurich
521,1,Zurich
522,1,Zurich
523,1,Zurich
524,1,Zurich
525,1,Zurich
526,1,Zurich
527,1,Zurich
528,1,Zurich
529,1,Zurich
530,1,Zurich
531,1,Zurich
532,1,Zurich
533,1,Zurich
534,1,Zurich
535,1,Zurich
536,1,Zurich
537,1,Zurich
538,1,Zurich
539,1,Zurich
540,1,Zurich
541,1,Zurich
542,1,Zurich
543,1,Zurich
544,1,Zurich
545,1,Zurich
546,1,Zurich
547,1,Zurich
548,1,Zurich
549,1,Zurich
550,1,Zurich
551,1,Zurich
552,1,Zurich
553,1,Zurich
554,1,Zurich
555,1,Zurich
556,1,Zurich
557,1,Zurich
558,1,Zurich
559,1,Zurich
560,1,Zurich
561,1,Zurich
562,1,Zurich
563,1,Zurich
564,1,Zurich
565,1,Zurich
566,1,Zurich
567,1,Zurich
568,1,Zurich
569,1,Zurich
570,1,Zurich
571,1,Zurich
572,1,Zurich
573,1,Zurich
574,1,Zurich
575,1,Zurich
576,1,Zurich
577,1,Zurich
578,1,Zurich
579,1,Zurich
580,1,Zurich
581,1,Zurich
582,1,Zurich
583,1,Zurich
584,1,Zurich
585,1,Zurich
586,1,Zurich
587,1,Zurich
588,1,Zurich
589,1,Zurich
590,1,Zurich
591,1,Zurich
592,1,Zurich
593,1,Zurich
594,1,Zurich
595,1,Zurich
596,1,Zurich
597,1,Zurich
598,1,Zurich
599,1,Zurich
600,1,Zurich
601,1,Zurich
602,1,Zurich
603,1,Zurich
604,1,Zurich
605,1,Zurich
606,1,Zurich
607,1,Zurich
608,1,Zurich
609,1,Zurich
610,1,Zurich
611,1,Zurich
612,1,Zurich
613,1,Zurich
614,1,Zurich
615,1,Zurich
616,1,Zurich
617,1,Zurich
618,1,Zurich
619,1,Zurich
620,1,Zurich
621,1,Zurich
622,1,Zurich
623,1,Zurich
624,1,Zurich
625,1,Zurich
626,1,Zurich
627,1,Zurich
628,1,Zurich
629,1,Zurich
630,1,Zurich
631,1,Zurich
632,1,Zurich
633,1,Zurich
634,1,Zurich
635,1,Zurich
636,1,Zurich
637,1,Zurich
638,1,Zurich
639,1,Zurich
640,1,Zurich
641,1,Zurich
642,1,Zurich
643,1,Zurich
644,1,Zurich
645,1,Zurich
646,1,Zurich
647,1,Zurich
648,1,Zurich
649,1,Zurich
650,1,Zurich
651,1,Zurich
652,1,Zurich
653,1,Zurich
654,1,Zurich
655,1,Zurich
656,1,Zurich
657,1,Zurich
658,1,Zurich
659,1,Zurich
660,1,Zurich
661,1,Zurich
662,1,Zurich
663,1,Zurich
664,1,Zurich
665,1,Zurich
666,1,Zurich
667,1,Zurich
668,1,Zurich
669,1,Zurich
670,1,Zurich
671,1,Zurich
672,1,Zurich
673,1,Zurich
674,1,Zurich
675,1,Zurich
676,1,Zurich
677,1,Zurich
678,1,Zurich
679,1,Zurich
680,1,Zurich
681,1,Zurich
682,1,Zurich
683,1,Zurich
684,1,Zurich
685,1,Zurich
686,1,Zurich
687,1,Zurich
688,1,Zurich
689,1,Zurich
690,1,Zurich
691,1,Zurich
692,1,Zurich
693,1,Zurich
694,1,Zurich
695,1,Zurich
696,1,Zurich
697,1,Zurich
698,1,Zurich
699,1,Zurich
700,1,Zurich
701,1,Zurich
702,1,Zurich
703,1,Zurich
704,1,Zurich
705,1,Zurich
706,1,Zurich
707,1,Zurich
708,1,Zurich
709,1,Zurich
710,1,Zurich
711,1,Zurich
712,1,Zurich
713,1,Zurich
714,1,Zurich
715,1,Zurich
716,1,Zurich
717,1,Zurich
718,1,Zurich
719,1,Zurich
720,1,Zurich
721,1,Zurich
722,1,Zurich
723,1,Zurich
724,1,Zurich
725,1,Zurich
726,1,Zurich
727,1,Zurich
728,1,Zurich
729,1,Zurich
730,1,Zurich
731,1,Zurich
732,1,Zurich
733,1,Zurich
734,1,Zurich
735,1,Zurich
736,1,Zurich
737,1,Zurich
738,1,Zurich
739,1,Zurich
740,1,Zurich
741,1,Zurich
742,1,Zurich
743,1,Zurich
744,1,Zurich
745,1,Zurich
746,1,Zurich
747,1,Zurich
748,1,Zurich
749,1,Zurich
750,1,Zurich
751,1,Zurich
752,1,Zurich
753,1,Zurich
754,1,Zurich
755,1,Zurich
756,1,Zurich
757,1,Zurich
758,1,Zurich
759,1,Zurich
760,1,Zurich
761,1,Zurich
762,1,Zurich
763,1,Zurich
764,1,Zurich
765,1,Zurich
766,1,Zurich
767,1,Zurich
768,1,Zurich
769,1,Zurich
770,1,Zurich
771,1,Zurich
772,1,Zurich
773,1,Zurich
774,1,Zurich
775,1,Zurich
776,1,Zurich
777,1,Zurich
778,1,Zurich
779,1,Zurich
780,1,Zurich
781,1,Zurich
782,1,Zurich
783,1,Zurich
784,1,Zurich
785,1,Zurich
786,1,Zurich
787,1,Zurich
788,1,Zurich
789,1,Zurich
790,1,Zurich
791,1,Zurich
792,1,Zurich
793,1,Zurich
794,1,Zurich
795,1,Zurich
796,1,Zurich
797,1,Zurich
798,1,Zurich
799,1,Zurich
800,1,Zurich
801,1,Zurich
802,1,Zurich
803,1,Zurich
804,1,Zurich
805,1,Zurich
806,1,Zurich
807,1,Zurich
808,1,Zurich
809,1,Zurich
810,1,Zurich
811,1,Zurich
812,1,Zurich
813,1,Zurich
814,1,Zurich
815,1,Zurich
816,1,Zurich
817,1,Zurich
818,1,Zurich
819,1,Zurich
820,1,Zurich
821,1,Zurich
822,1,Zurich
823,1,Zurich
824,1,Zurich
825,1,Zurich
826,1,Zurich
827,1,Zurich
828,1,Zurich
829,1,Zurich
830,1,Zurich
831,1,Zurich
832,1,Zurich
833,1,Zurich
834,1,Zurich
835,1,Zurich
836,1,Zurich
837,1,Zurich
838,1,Zurich
839,1,Zurich
840,1,Zurich
841,1,Zurich
842,1,Zurich
843,1,Zurich
844,1,Zurich
845,1,Zurich
846,1,Zurich
847,1,Zurich
848,1,Zurich
849,1,Zurich
850,1,Zurich
851,1,Zurich
852,1,Zurich
853,1,Zurich
854,1,Zurich
855,1,Zurich
856,1,Zurich
857,1,Zurich
858,1,Zurich
859,1,Zurich
860,1,Zurich
861,1,Zurich
862,1,Zurich
863,1,Zurich
864,1,Zurich
865,1,Zurich
866,1,Zurich
867,1,Zurich
868,1,Zurich
869,1,Zurich
870,1,Zurich
871,1,Zurich
872,1,Zurich
873,1,Zurich
874,1,Zurich
875,1,Zurich
876,1,Zurich
877,1,Zurich
878,1,Zurich
879,1,Zurich
880,1,Zurich
881,1,Zurich
882,1,Zurich
883,1,Zurich
884,1,Zurich
885,1,Zurich
886,1,Zurich
887,1,Zurich
888,1,Zurich
889,1,Zurich
890,1,Zurich
891,1,Zurich
892,1,Zurich
893,1,Zurich
894,1,Zurich
895,1,Zurich
896,1,Zurich
897,1,Zurich
898,1,Zurich
899,1,Zurich
900,1,Zurich
901,NA,Zurich
902,1,Zurich
903,1,Zurich
904,1,Zurich
905,1,Zurich
906,1,Zurich
907,1,Zurich
908,1,Zurich
909,1,Zurich
910,1,Zurich
911,1,Zurich
912,1,Zurich
913,1,Zurich
914,1,Zurich
915,1,Zurich
916,1,Zurich
917,1,Zurich
918,1,Zurich
919,1,Zurich
920,1,Zurich
921,1,Zurich
922,1,Zurich
923,1,Zurich
924,1,Zurich
925,1,Zurich
926,1,Zurich
927,1,Zurich
928,1,Zurich
929,1,Zurich
930,1,Zurich
931,1,Zurich
932,1,Zurich
933,1,Zurich
934,1,Zurich
935,1,Zurich
936,1,Zurich
937,1,Zurich
938,1,Zurich
939,1,Zurich
940,1,Zurich
941,1,Zurich
942,1,Zurich
943,1,Zurich
944,1,Zurich
945,1,Zurich
946,1,Zurich
947,1,Zurich
948,1,Zurich
949,1,Zurich
950,1,Zurich
951,1,Zurich
952,1,Zurich
953,1,Zurich
954,1,Zurich
955,1,Zurich
956,1,Zurich
957,1,Zurich
958,1,Zurich
959,1,Zurich
960,1,Zurich
961,1,Zurich
962,1,Zurich
963,1,Zurich
964,1,Zurich
965,1,Zurich
966,1,Zurich
967,1,Zurich
968,1,Zurich
969,1,Zurich
970,1,Zurich
971,1,Zurich
972,1,Zurich
973,1,Zurich
974,1,Zurich
975,1,Zurich
976,1,Zurich
977,1,Zurich
978,1,Zurich
979,1,Zurich
980,1,Zurich
981,1,Zurich
982,1,Zurich
983,1,Zurich
984,1,Zurich
985,1,Zurich
986,1,Zurich
987,1,Zurich
988,1,Zurich
989,1,Zurich
990,1,Zurich
991,1,Zurich
992,1,Zurich
993,1,Zurich
994,1,Zurich
995,1,Zurich
996,1,Zurich
997,1,Zurich
998,1,Zurich
999,1,Zurich
1000,1,Zurich
